Training Provider Name,Address,Telephone No.,Email,Website Link,Industry
DEWAN TERAJU USAHAWAN DAN PENIAGA BUMIPUTERA NEGERI JOHOR,,6072172977,dtupbnj@gmail.com,,
PUSAT MEGA MINDA,,60137462749,wendyboon1986@gmail.com,,
KOLEJ KEMAHIRAN TINGGI MARA (KKTM) LEDANG,,6069756200,abdullah.arahman@mara.gov.my,,
TSL TRAINING CENTRE,,60199366920,jacddo6435@gmail.com,,
KOLEJ KEMAHIRAN TINGGI MARA SRI GADING,,6034532572,gcpv_training@srigading.kktm.edu.my,,
ALPHA AGROSCIENCE SDN. BHD.,,60196667288,alpha.agrosciencemy@gmail.com,,
ONE SUCCESS AUTOMATION (JOHOR) SDN. BHD.,,60174158335,jhr@onesa.com.my,,
AT COACHING & DEVELOPMENT,,60177766010,amyjiayin38@gmail.com,,
JZ INDUSTRY SDN. BHD.,,60175185460,jz@jzindustry.com.my,,
KALISHMA ENTERPRISE,,60126955569,kartic32@yahoo.com,,
POSTURE PLUS SDN. BHD.,,601111174929,manager@postureplus.my,,
R&C HIGHEST TRAINING HUB,"NO.4,TINGKAT ATAS,JALAN BAKRI JAYA 1,TAMAN BAKRI JAYA,MUAR,Johor,Malaysia-84000",+60126355339,teocecelia27@gmail.com,,
TENTON SDN. BHD.,,60127175555,kyathrine.wu@tenton.com.my,,
PCT TRAINING SDN. BHD.,,60139475747,pcttraining888@gmail.com,,
BG CLASSROOM SDN. BHD.,,6075505990,bgclassroom@bgsafety.com.my,,
FUTURISE ACADEMY,,60106691856,futurisetraining88@gmail.com,,
NUSA SEPAKAT CONSULTS & SERVICES,,60127188735,nusasepakat@gmail.com,,
ALMA TECHNOLOGY SDN. BHD.,,60132361300,jklim@alma-asia.com,,
SCHOLARBRIDGE ACADEMY SDN. BHD.,,60102820886,wh@scholarbridgeglobal.com,,
SAVWEE EDUCATION SDN. BHD.,,60165678233,admin@savwee.com,,
TP ACADEMY,,6072447774,trainingpekerja.academy@gmail.com,,
ETOSH CONSULT AND ENGINEERING PLT,,60108085926,etoshconsultengineering@outlook.com,,
JW MANAGEMENT & ADVISORY,,60182278865,SKYTEHPA@GMAIL.COM,,
ALTIGROW CONSULTANCY,,60177038450,altigrowconsultancy@gmail.com,,
J MEDIA SOLUTION,,60187639228,joseph@jmediasolution.com,,
AIP TECHNOLOGY,,60127592288,sqlsales.aip@gmail.com,,
INSTITUT LATIHAN PERINDUSTRIAN PASIR GUDANG,,6072544170,info.ilppg@jtm.gov.my,,
TIMES HR CONSULTANT & SERVICES,,60137005595,timeshrconsultant@gmail.com,,
INNIO GROUP SDN. BHD.,,60127658287,trainer.shangphilosophy@gmail.com,,
Z EDGE TRAINING & CONSULTANCY SDN. BHD.,,+60167271110,zedgeconsultancy@outlook.com,,
THE LIGHTHOUSE ACADEMIA SDN. BHD.,,6581586869,iamrileygoh@gmail.com,,
NAYUTAH MEDITATION CENTER,,60167636683,DEXTERWONG89@GMAIL.COM,,
IKHTISAS SAFETY SOLUTIONS,,60177032019,ikhtisas.safetysolutions@gmail.com,,
QSPIRE VOICE SOLUTIONS,,60172466900,hello.qsvart@gmail.com,,
EUROPEAN CERTIFICATION SERVICES SDN. BHD.,"NO.7509A,JALAN ENGGANG 19,BANDAR PUTRA,KULAI,JOHOR BAHRU,Johor,Malaysia-81000",6075908710,eacssbm@gmail.com,,
ACME TRAINING CENTRE,,60183256887,alandemillionaire@gmail.com,,
GLOBAL SKILLS RESOURCES,,60177362382,globalskillsr@yahoo.com,,
MILLIONTOWER CONSULTANCY,,601127266595,milliontowerconsultancy@gmail.com,,
JSC CORPORATE SERVICES SDN. BHD.,,60147829833,jsten@jsc-corp.com,,
AGAPE CONNECTING PEOPLE MALAYSIA SDN. BHD.,,90236305,anil@agape-cp.com,,
TERAS HR SOLUTION,,+601110574370,suraya@terashr.com,,
H VENTURES SDN. BHD.,"SUITE MV22,,LEVEL 27 & 28, MVS NORTH TOWER,,MID VALLEY SOUTHKEY 1,,PERSIARAN SOUTHKEY 1, SOUTHKEY,,JOHOR BAHRU,Johor,Malaysia-80150",60164331293,hrdc@hustle.com.sg,,
LITERACY EMPOWERMENT SDN. BHD.,,60166074485,ask@lepls.com,,
VISI KARYA SDN. BHD.,,60127930328,visikaryasb@gmail.com,,
DEFUN MANAGEMENT SDN. BHD.,,60126193769,hrdefun@gmail.com,,
THE JS SOLUTION,"C-02-07,,PUSAT PERDAGANGAN ION AKSES,PERSIARAN MEDINI SENTRAL 6,BANDAR MEDINI ISKANDAR,ISKANDAR PUTERI,Johor,Malaysia-79250",60177124307,thejssolution@gmail.com,,
DENTALIAN RESOURCES SDN. BHD.,,60166507297,dentalianresources@gmail.com,,
FINDBULOUS TECHNOLOGY SDN. BHD.,,+60193207782,giolee@findbulous.my,,
MSK GLOBAL,,60102740765,tadikajohor@gmail.com,,
MYCLASS TRAINING & CONSULTANCY SDN. BHD.,,60197500806,enquiry@myclasstrainingconsultancy.com,,
QI XI GLOBAL MEDIA SDN. BHD.,,60123562796,qixiglobalthomas@gmail.com,,
TADIKA BENIH HARAPAN,,60189483199,blossom190170@gmail.com,,
ISHTAR WELLNESS ACADEMY SDN. BHD.,,601157853299,isishtarmom@gmail.com,,
INSTITUT KEMAHIRAN MARA JOHOR BAHRU,,60177242644,khamelrun@mara.gov.my,,
SCORPION TECHNOLOGY GROUP 6786 SDN. BHD.,,60126831431,trainer.shangphilosophy@gmail.com,,
LENSMARK FILTRATION PRODUCTS & SERVICES SDN. BHD.,,60133004855,muneerah@lensmark.com.my,,
BGS ACADEMY & CONSULTANCY SDN. BHD.,,60169552093,bgsacademyconsultancysdnbhd@gmail.com,,
HEALTH FIRST WELLNESS & TRAINING,,60127720359,pes132c@gmail.com,,
MCKENZIE ACADEMY,,601111100412,LIZIMING@MCKBA.COM,,
JS MARTIN SDN. BHD.,,601159599601,trainingmy@yahoo.com,,
WHYZE SOLUTIONS SDN. BHD.,,6075350161,yoongzijie@whyze.com.my,,
JDA IMMERSIVE MEDIA SDN. BHD.,,60149163945,jda.immersivemedia@gmail.com,,
SMART SEED ACADEMY,,60167735468,smartseeda@gmail.com,,
SOLUBLE RESOURCE AND MANAGEMENT,,60107063053,soluble.kj@gmail.com,,
SKILLS PIVOT ACADEMY,,60126851014,skillspivotacademy@gmail.com,,
ACE STAR TECH SYSTEMS INTEGRATION SDN. BHD.,"SUITE 3 LEVEL 23 MENARA KOMTAR,JOHOR BAHRU CITY CENTRE,JALAN TUN ABDUL RAZAK,IBRAHIM INTERNATIONAL BUSINESS DISTRICT,JOHOR BAHRU,Johor,Malaysia-80000",60182351398,sales@acestartechsi.com,,
NNM INDUSTRIES,,60189594215,muhammedtaufiqfadil@gmail.com,,
MODERN INTEGRATION TECHNOLOGY SDN. BHD.,,60386054409,modernklg@gmail.com,,
FIRST LASER TECHNOLOGY SDN. BHD.,,6063364626,training@firstlaser.my,,
TREASURE WEALTH JOURNEY (M) SDN. BHD.,,601163141349,treasurewealth@o2ofunnels.my,,
ZADELLA RESOURCES SDN. BHD.,,60197305775,zadellatech@gmail.com,,
IHF ACADEMY SDN. BHD.,,6072387949,esa.glohex@gmail.com,,
PUSAT LATIHAN TEKNIK BATU PAHAT,,6074484526,pltbatupahat@gmail.com,,
BLOSSOM DE ART CRAFT ACADEMY,,60197252660,blossom.de.artcraft.academy@gmail.com,,
EXPERT WELDING TECHNOLOGIES,,60136067833,exwtechnologies@gmail.com,,
OCCUMED CONSULTANCY & SERVICES SDN BHD,,6095834760,occumedconsultancy@gmail.com,,
YP ADVANCED SKILLS SDN. BHD.,,6095671333,enquiries@kypskills.edu.my,,
RADIANT RETREATS SDN BHD,,60125655901,info@radiant-retreats.com,,
LEMBAGA MINYAK SAWIT MALAYSIA (MPOB),,6094514400,nurul.aishah.musa@mpob.gov.my,No Corporate Domain Detected (Yahoo),Palm Oil Board
HICOM UNIVERSITY COLLEGE SDN BHD,,6094242783,zeiana@dhu.edu.my,,
GENTING CENTRE OF EXCELLENCE SDN. BHD.,,+60361011118,kexin.chua@rwgenting.com,,
UNIVERSITI MALAYSIA PAHANG (CENFED),,601117816653,nazrul@umpsaadvanced.edu.my,,
PETRO SAFETY TRAINING & CONSULTANCY SDN BHD,,60169898008,petrosafety.consultancy@gmail.com,,
AUSTIVE HUMAN CAPITAL SDN. BHD.,,60129021932,mytraininghousejb@gmail.com,,
ADVANCE AUTO ACADEMY (MALAYSIA) SDN. BHD.,,60137449941,advanceautoacademy1@gmail.com,,
ADVANCE SYNERGY CONSULTANT,,60133881716,iedayu1071@yahoo.com.my,,
MEKAR PERSEGI MANAGEMENT,,60197779655,mekarpersegi@gmail.com,,
POWER VOCATIONAL CONSULTANCY,,601156888572,carolchenly@gmail.com,,
REALEDGE SDN. BHD.,,60123706555,nigesh@realedgemy.com,,
JAMES ENERGY CENTER,,60167138203,yun090301@gmail.com,,
PROHUMANIX CONSULTANCY PLT,,60127786166,gohj182@gmail.com,,
THYNK BOUNDLESS MARKETING,,60187791555,cathrynnwong@thynkboundless.com,,
DREAMZTECH M BERHAD,,60184721220,admin@dreamztech.com.my,,
DFF TOUR & TRAVEL SDN. BHD.,"NO 1 HENTIAN PENAWAR,SUNGAI CEMARAN,DESARU,BANDAR PENAWAR,KOTA TINGGI,Johor,Malaysia-81930",60127721817,steve@dff.world,,
CAPITAL EDUCATION & SKILLS DEVELOPMENT (M) SDN. BHD.,,60129129934,capitaleducation21@gmail.com,,
MY OCCUPATIONAL HEALTH SAFETY AND EMERGENCY SERVICES,,+60193177378,husain.sajahan@yahoo.com,,
KENS TRAINING AND CONSULTANCY,,60135014611,admin@kenstraining.com,,
TRANS CERTIFICATION & INSPECTION SDN. BHD.,,6095751333,info@transcert.com.my,,
LH SKILLS ACADEMY SDN. BHD.,,6092317128,admin@mtsacollege.com,,
FMM INSTITUTE (EASTERN),,6095606554,fmmeastern@fmm.org.my,,
KIRAN INTELLECT PLT,,60125652906,ajitpalsingh.hmh@gmail.com,,
ASIA CAMP SDN. BHD.,,60175044456,asiacampsdnbhd@gmail.com,,
ABI MEDIC GROUP (M) SDN. BHD.,,601139123518,plkabitjl@gmail.com,,
PUSAT LATIHAN AKADEMI AZAM,,60172761764,akademiazam@gmail.com,,
MSTS ASIA SDN. BHD. (CHERATING CENTRE),,60197951441,nm@msts-my.org,,
POLITEKNIK SULTAN HAJI AHMAD SHAH,,60129549604,wan_hasli@polisas.edu.my,,
ALPHA KNOWLEDGE POWER PLT,,6095751611,admin@alphaknowledgepower.com,,
GIT ACADEMY SDN. BHD.,,60139883634,ain.gitkuantan@gmail.com,,
OSH NET CONSULTANCY AND SERVICES SDN BHD,,60199327222,admin@ocssb.com,,
GEM-ASIA SDN. BHD,,60142618648,gemasia2u@gmail.com,,
STEP ADVANCED GROUP SDN. BHD.,,60123448786,stepadvanced@gmail.com,,
WH SKILL TRAINING SDN BHD,,60129897311,siongwh@whtraining.my,,
SAFETY SMART SOLUTION,,60183871429,admin@s-smartsolution.com,,
PBAG CONNECT 2U SDN BHD,,60129202387,hello@perfect-advisory.com,,
SIGMA IMPROVEMENT SOLUTION SDN BHD,,60122002371,ssraja@sigma-ims.com.my,,
AKAR KRISTAL SDN BHD,,60193301010,aksb.training@gmail.com,,
KSL BUSINESS SOLUTIONS SDN. BHD.,,601110962909,finance_kslb@ksleow.com.my,,
PLANET DOLPHIN ENGINEERING & SERVICE SDN. BHD.,,60139305818,kvstudiolegacy@gmail.com,,
EXORA TRADING & CONSTRUCTION SDN BHD,,60193301010,exora.training@gmail.com,,
G Y HAPPY FARM SDN. BHD,,60380822118,wwchan.mesb@gmail.com,,
ILEAD STRATEGY LEGACY,,60179737806,zulsyafiq91@GMAIL.COM,,
UNIPSAS HOLDINGS SDN BHD,,60133247064,unipsasholdings@gmail.com,,
GEMILANG QASTURI CONSULTANCY,,60199521701,razif2006@gmail.com,,
GREEN SURVIVAL ENTERPRISE,,60137783272,greensurvival25@gmail.com,,
IBNU REZA GLOBAL,,60108017556,ibnurezaglobal@gmail.com,,
HPBC CONSULTANT & TRAINING MANAGEMENT SDN. BHD.,,60169808774,zamndt91@yahoo.com,,
SAFETY BIG EVENT SDN BHD,,60172491668,talib@safetybigevent.my,,
ANJUNG JANDA RESORT SDN. BHD.,,60134886541,anjungjanda.r@gmail.com,,
LAMAN OSH SDN. BHD.,,60175662336,lamanoshch@gmail.com,,
CENTRAL TECH RESOURCES SDN. BHD.,"A33, TINGKAT 1,,LORONG IM 5/2,,JALAN PERSIARAN SULTAN ABU BAKAR,,INDERA MAHKOTA,KUANTAN,Pahang,Malaysia-25200",+60193057141,acct@centraltech.com.my,,
PARADIGM CAREER CONSULT PLT,,60126982396,kokyufa@yahoo.com,,
ROBOSHOP TECHNOLOGIES SDN. BHD.,,601116717696,roboshoptechnologies@gmail.com,,
ABTC ENTERPRISE,,60197795711,amrinbadron5259@gmail.com,,
PAHANG SKILLS DEVELOPMENT CENTRE(PSDC),,6095673200,suzila@pahangskills.gov.my,,
FEDERATION OF MALAYSIAN MANUFACTURING (EASTERN),,6095606554,fmmeastern@fmm.org.my,,
DYNAMIC PROFESSIONAL TRAINING ACADEMY,,60169233664,kathz22@live.com,,
B COOL TRAINING,,60192184657,hairol_bcool@icloud.com,,
KOLEJ KEMAHIRAN TINGGI MARA KUANTAN,,6095366871,webmaster@kuantan.kktm.edu.my,,
ALPHAEDGE CONSULTANCY,,60177465611,alphaedgeconsultancy@gmail.com,,
KOLEJ KOMUNITI JERANTUT,,6092662945,kkjerantut@kkjerantut.edu.my,,
SM MAKMUR JATI SDN. BHD.,,60174109010,sm.makmurjati@outlook.com,,
HR SAFETY MANAGEMENT SERVICES,,+60127694174,amirismail2002@gmail.com,,
GIG VENTURE ENTERPRISE,,60109004847,gigventure.official@gmail.com,,
KOLEJ KOMUNITI TEMERLOH,,6092701550,hrdfkktm@gmail.com,,
IFZ OSHMED SUPPLIES SDN. BHD.,,60199975838,ifzmedco@gmail.com,,
BANS ENTERPRISE,,60199898213,singhharban993@gmail.com,,
PROGRESSIVE MASTERY,,60126131659,azizah.promast@gmail.com,,
RMM RESOURCES,,601164334199,nuraisyahdisman@gmail.com,,
STUDENT MART,,60166050606,studentmart66@gmail.com,,
ISBI TRADING,,60139670260,aisa8668@gmail.com,,
SUCCESS STEPS TRAINING SERVICES,,601169201620,successsts24@gmail.com,,
AAP CONSTRUCTION & RESOURCES,,60132091010,aap_cons@yahoo.com,,
POSITIVE VIBE CONSULTANT,,60193777851,hamirudin@gmail.com,,
HEZRYSOFEA ENTERPRISE,,60126625810,hezryhomestaykuantan@gmail.com,,
EAST COAST TRAINING & CONSULTANCY,,601154334655,eastcoasttraining24@gmail.com,,
AI SOLUTION HUB,,60129281772,hchingchuan8000@gmail.com,,
SPACETREE SDN. BHD.,,60133903388,finance@space-tree.com,,
INSPIRE HUMAN RESOURCE MANAGEMENT SERVICES SDN. BHD.,,60169532617,insphrm21@gmail.com,,
TERENGGANU SAFETY TRAINING CENTRE SDN BHD,,6098623300,nurul@tstc.com.my,,
NATIONAL INSTITUTE OF OCCUPATIONAL SAFETY & HEALTH,,6098502961,dl.pdd@niosh.com.my,http://www.niosh.com.my,Safety & Health
RSA ACADEMY SDN. BHD.,,6098503380,rsaacasb@gmail.com,,
MAJOR FAREAST SDN. BHD.,,6098270039,majorfareast@yahoo.com,,
RANACO MARINE SDN. BHD.,,6098503160,admin.rg@reti.edu.my,,
NAZ GALAXY GROUP SDN BHD,,6098505605,admin@nazgalaxy.com.my,,
SBMN SYNERGY SDN. BHD.,,6098685325,training@sbmnsynergy.com,,
KOLEJ PROFESIONAL MARA INDERA MAHKOTA,,6095736304,webmaster@inderamahkota.kpm.edu.my,,
EAST COAST DRIVING ACADEMY SDN. BHD.,,60128332551,farhanaazaha@gmail.com,,
NEX ACADEMY SDN. BHD.,,60126588416,nexacademy.edu@gmail.com,,
SHAHZHAR ENTERPRISE,,60179896741,shah.azahar88@gmail.com,,
FOCAS ACADEMY,,60139237011,focasacademy276@gmail.com,,
IZ BIZ TRANSFORMER CONSULTANCY,,60139847646,hr.onboardstrtegiest@gmail.com,,
DAYA BUMEE VENTURE,,60179878181,dayabumeeventure@gmail.com,,
IIFIN CONSULTING SDN. BHD.,,60149296981,iifin01@yahoo.com,,
SEMPAH T FARM MANAGEMENT,,60162191413,sempahtfarm@gmail.com,,
ARROW CREATIVE SDN. BHD.,,60173065800,ARROWCREATIVESB@GMAIL.COM,,
INSTITUT KEMAHIRAN MARA TSYA,,60133880069,mahadi.hassan@mara.gov.my,,
IO ENGINEERING SERVICE,,60126818241,omarida.hab@gmail.com,,
EASY LATIH CONSULTANCY,,60109202811,syamsul@easylatih.my,,
ISMA CERDIK SURIAA SDN. BHD.,,60179878181,isma.cerdik.suriaa@gmail.com,,
TERENGGANU TIMBER INDUSTRY TRAINING CENTRE,,60129385365,ttitckb@yahoo.com.my,,
TD1303 SDN. BHD.,,6096286000,hello@td1303.com,,
PROFITRISE SDN. BHD.,,60125252504,shaafiqah@leopad.com,,
NEWSOUL LEGACY,,60189009868,coachsyahril@gmail.com,,
KOLEJ KOMUNITI BESUT,,6096972080,kkbesut@kkbesut.edu.my,,
TREFOUND EDUCARE SDN. BHD.,,6096220272,trefound@yahoo.com,,
INFORANA HOLDINGS SDN. BHD.,,6096674040,inforana_holdings@yahoo.com,,
SPEEDOFFICE SDN. BHD.,,60124448352,norlukmal@gmail.com,,
ZNS SYNERGY SDN. BHD.,,60129460634,coachnajib@gmail.com,,
TQHM TRAINING & CONSULTANCY SDN. BHD.,,60199842395,tqhmc.consultancy.sb@gmail.com,,
TIMUR SAFETY TRAINING,,60133357828,mfadly7828@yahoo.com.my,,
JENTIK MINDA RESOURCES SDN. BHD.,,601159535694,walid_699@yahoo.com,,
SRC GLOBAL RESOURCES SDN. BHD.,,60129678504,zan.srscaffold@gmail.com,,
PETRONAS TECHNICAL TRAINING SDN BHD,,6096686149,hamzali_azizan@petronas.com,,
KOLEJ KETENGAH SDN.BHD,,6098222861,admin@kolejketengah.edu.my,,
AKADEMI BINAAN MALAYSIA (TERENGGANU) SDN BHD,,6096818327,trainingabmt@cidbabm.com.my,,
HADI VENTURE SDN BHD,,60185870274,hafiz@hadiventure.com,,
CEFS RESPONSE,,6098315813,norsyahida.abubakar@petronas.com.my,,
UNISZA CONSULTANCY SDN. BHD.,,6036671495,unisza.consultancy@gmail.com,,
ADYOLOGY SDN. BHD.,,6096285958,ttcc.official@gmail.com,,
WSN CONNECTION SERVICES,,60139922783,wsn.connection.services2@gmail.com,,
NETLINX SOLUTION CONSULTANT,,60139385705,suhaila@netlinxsc.net,,
OUTDOOR SKILLS TRAINING CONSULTANT,,60139176581,outdoorskills08@gmail.com,,
DNA NDTECH,"LOT 7228 TINGKAT ATAS,JALAN PENGKALAN NYIREH,MAS SEKUPANG,KAMPUNG RAJA,BESUT,Terengganu,Malaysia-22200",601162921919,nah@dnandtech.com,,
POLITEKNIK KUALA TERENGGANU,,60129948642,hidayat@pkt.edu.my,,
ILP MARANG,,6096189024,noraini.omar@jtm.gov.my,,
MIE ZAN ENTERPRISE,,60192185125,miezanhr@gmail.com,,
HUSA NETWORK SDN. BHD.,,6096262255,admin@manis.fm,,
BIG SCOPE EVENT AND TRAVEL SDN. BHD.,,60196931662,adyanakaswadi@gmail.com,,
PUSAT LATIHAN KEMAHIRAN TATI SDN. BHD.,,6098631543,tatiskills.adm@gmail.com,,
CIPTA AKADEMI,,60192177919,cipta.akademi@gmail.com,,
AKASIA MEDICARE SDN. BHD.,,60133242695,ramlizulqarnain@gmail.com,,
MASTERLINE INTEGRATED SDN. BHD,,6098599029,enquiry@masterlinelineintegrated.com.my,,
KUNANG ACE ENERGY SDN. BHD.,,6098266676,admin@kunang.com.my,,
RED VISTA SDN. BHD.,,6098503501,red_vista@yahoo.com,,
ROTO MECA RESOURCES SDN. BHD.,,60122019951,rotomeca@roto-meca.com,,
ZABSI TRAINING ACADEMY SDN. BHD.,,6098592095,training@zabsi.com,,
RIA ACADEMY AND CONSULTANCY SDN. BHD.,,6098271511,info@racsb.com.my,,
KT SKILL SDN. BHD.,,+6096164410,ktskill2014@gmail.com,,
TARBIYYAH KREATIF CONSULTANCY,,60175658397,izzuddin@tarbiahkreatif.edu.my,,
JAZRO TECHNOLOGY ROBOTICS SDN. BHD.,,60123967242,jazarirobot1206@gmail.com,,
POLITEKNIK SULTAN MIZAN ZAINAL ABIDIN,,60129813637,tarmizie@psmza.edu.my,,
EHS GLOBAL RESOURCES,,60199327222,khjusoh@gmail.com,,
TTI MANAGEMENT SDN. BHD.,,6096278888,unitlatihantti@gmail.com,,
UNIVERSITI MALAYSIA TERENGGANU (UMT),,60169214005,ihwanz@umt.edu.my,,
RUANE-TATI SDN BHD,,6098631033,admin@ruane-tati.com,,
CENTRO SYNERGY RESOURCES,,60199896501,centrosyn@gmail.com,,
AN-NUR OSH CONSULTANCY & TRAINING SDN. BHD.,,60124090200,hr@poliklinikannur.com,,
TERENGGANU SKILLS DEVELOPMENT CENTRE BERHAD,,60139480197,sitimeriam@tesdec.edu.my,,
UNIVERSITI SULTAN ZAINAL ABIDIN,,6096688942,zamri@unisza.edu.my,,
TERENGGANU STRATEGIC & INTEGRITY INSTITUTE,,6096284818,tissi@terengganu.gov.my,,
OILINE SDN. BHD.,,60166664326,oilinesdnbhd@gmail.com,,
TEMENGGONG ENERGY SDN. BHD.,,60109081111,temenggongenergy@gmail.com,,
NEXGEN TECHAUS SDN. BHD.,,+60133323414,nexgen.hello@gmail.com,,
ASIAN SKILL ACADEMY,,+60137014571,asianskillacademy007@gmail.com,,
GOMOGI CONSULTING,"BLOK A, TATI IDAMAN INN,KAMPUS UC TATI,TELUK KALUNG,JALAN PANCHUR,KEMAMAN,Terengganu,Malaysia-24000",601111225150,gomogi8690@gmail.com,,
KUALA TERENGGANU SPECIALIST HOSPITAL SDN. BHD.,,6096378888,wafi.kts@tdmberhad.com.my,,
NEYLYA ENTERPRISE,,60142277484,neylyacollection@gmail.com,,
KONSEP SOFTWARE SOLUTIONS SDN. BHD.,,60103908380,lukelau@lwtmy.com,,
EXPEDITE SOLUTION & CONSULTANCY,,60129159139,peggy.expedite@gmail.com,,
AK GREEN SDN BHD,,60179721673,safwan.akgreen@gmail.com,,
SEKOLAH PERDAGANGAN DIAN,,60139439263,sp-dian@hotmail.com,,
AZM TRAINING & CONSULTANCY SDN. BHD.,,60195742239,aiman.azmtraining@gmail.com,,
ENDA FOOD INDUSTRIES SDN. BHD.,,+6097747854,endafood@gmail.com,,
SHIEH MANAGEMENT SDN. BHD.,,60196011148,vignes_k@yahoo.com,,
UMK HOLDINGS SDN BHD,,6097749000,admincorporate@umkholdings.com,,
BAYUBALI ENGINEERING SDN. BHD.,,60139278625,info@bayubali.com.my,,
MATRIX BIZ NETWORK SDN BHD,,60129386508,mtrxbiznetwork@gmail.com,,
RICHMIND LEGACY SDN BHD,,+60199818178,richmindlegacy2017@gmail.com,,
EXCELLENT BUSINESS SOLUTIONS SDN. BHD,,60148157772,sivants2@hotmail.com,,
KB SMART TRAINING CENTRE SDN. BHD.,,6097462299,kbsmarttraining@hotmail.com,,
IMANIX INTERNATIONAL SDN. BHD.,,60172987172,imanixconsultancy@gmail.com,,
BMTH TECHNIQUE SOLUTIONS,,60199596391,bmthtechniquesolutions@gmail.com,,
INSTITUT KEMAHIRAN MARA BESUT,,60189786995,shalahiah@mara.gov.my,,
CAREION CRANES SDN. BHD.,,6098262666,crane@careion.com,,
EXCELIS CONSULTANCY,,60169806384,irfankey4444@gmai.com,,
REDANG DM SCUBA SDN. BHD.,,+60193388881,clairesiow0818@gmail.com,,
EASTPOINT ACADEMY & CONSULTANT,,60143009184,eastpointacademy.my@gmail.com,,
GOLDROCK TRAINING,,60139568528,rmrusl2@gmail.com,,
RAHIM FARED TRAINING CONSULTANT SDN. BHD.,,601163372884,rahimfaredtrainingconsultant@gmail.com,,
OPTISAVER ACADEMY SDN. BHD.,,6096226770,konsepms@gmail.com,,
DNK HEALTHCARE GROUP SDN. BHD.,,+60198471883,klinikmedina2019@gmail.com,,
EXCELLENT PLAN CONSULTANCY AND MANAGEMENT (Z) SDN. BHD.,"PT 696,JALAN KOTA JELASIN KJ 4/1,BANDAR BARU TUNJONG,MUKIM PENDEK,KOTA BHARU,Kelantan,Malaysia-16010",60125652445,zainolptmm@yahoo.com,,
AMR VISION SDN. BHD.,,60139255235,amrvisionsdnbhd@gmail.com,,
MAY AIRIS CONSULTING & PUBLISHING,,60199009212,azizah@mayairis.com,,
ASIAKITCH FURNITURE,,60199844722,mohdnaqib5097@gmail.com,,
YUSRI MAJU SDN. BHD.,,6097475677,ymgroup@yusrimaju.com.my,,
MYSARA SOLUTION,,60193237337,myccmajdi@yahoo.com,,
FAST ONE MANAGEMENT SDN. BHD.,,60169419985,shahiraservices@gmail.com,,
MASHIEONEY ENTERPRISE,,60126259449,mycccomputer@gmail.com,,
CALLY YEONG CONSULTING SERVICES,,60123511630,callyyeongconsulting@gmail.com,,
MF TRAINING AND CONSULTANCY SDN. BHD.,,60125030006,admin_hq@mfco.online,,
UB CONSULT SDN. BHD.,,6097414221,ubcpms@yahoo.com,,
WORKWELL ASIA SDN. BHD.,,60169165886,workwellasia@gmail.com,,
WARISAN KAMAL SDN. BHD.,,6097444451,khk_44@yahoo.com,,
MZMR RESOURCES,,60199907478,zulhri07@gmail.com,,
DYNAMIC IDEAL RESOURCES,,601162104282,dynamicidealresources@gmail.com,,
MAMHY RESOURCES,,60197146688,anuarmus88@yahoo.com,,
NETSERV TRAINING RESOURCES,,60192246243,netserv.sb@gmail.com,,
DESB TRAINING AND COACHING PLT,,60139849394,desb.training@gmail.com,,
BAYUBALI LEARNING SOLUTIONS,,601110523133,info.tls@bayubali.com.my,,
ASTONIANS TECHNOLOGY SDN. BHD.,,60179256156,atsbkb_edu@yahoo.com,,
BTOP WELLNESS SDN. BHD.,,+60139830858,yrudie@gmail.com,,
THE OUTWARD BOUND TRUST OF SABAH,,6088750311,office_manager@outwardbound.com.my,,
MERCU OILFIELD SUPPLIES & SERVICES SDN. BHD.,,60133644272,mercu.training@gmail.com,,
ONE SOLUTION TRADE SDN. BHD.,,60192522121,fardilla.din@gmail.com,,
RAYZEN VENTURES,,60167433481,amalin2314@gmail.com,,
AYENZ GROUP VENTURES,,601122222517,mdazrein@gmail.com,,
KOLEJ KEMAHIRAN TINGGI MARA PASIR MAS,,60172648237,azuan.zain@mara.gov.my,,
D7 HOLDINGS SDN. BHD.,,601169914667,inquiry@dzholdings.biz,,
GLOBAL ACADEMIC EXCELLENCE (M) SDN. BHD.,,60139338546,firdaus@gaexcellence.com,,
RUMAH SPA ANGGUN,,601111700038,rumahspaanggun@gmail.com,,
INSTITUT LATIHAN PERINDUSTRIAN KOTA BHARU,,6097742448,infoilpkb@jtm.gov.my,,
MINDAPRO CONSULTANCY,,601160724299,tiahana130@gmail.com,,
PKK SKILLS ENHANCEMENT & CONSULTANCY,,60139519666,ahmadzakialyamanie@gmail.com,,
TTJ PRO SERVICES,,+60148797947,shamilsukri43@gmail.com,,
SAHABATKU AUTO CARE,,60139336969,wmz6435@gmail.com,,
IDEA HIJAU SDN. BHD.,,60182043105,hr@vci.my,,
G ONE ACTIVE RESOURCES,,60193452419,g1activeresources@gmail.com,,
EJOE SOLUTIONS,,+60109003703,ejoe2u@yahoo.com,,
ESGSUCCESS TRAINING & CONSULTANCY,,60197562423,zulmhd5600@gmail.com,,
KASANIRA TECHNOLOGIES SDN. BHD.,,60199200428,ira.kasanira@gmail.com,,
PRIMER TRAINING & CONSULTANCY,,6097690539,trainingprimer@gmail.com,,
